item,class_id,class_name,th,default_name,obj_type,obj_mane,output_Measurement
WAGES - Air,214958336,Heat Flow,214958354,Air Heat Flow Last Interval (MJ),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958355,Air Heat Flow Last Interval (MMBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958356,Air Heat Flow Last Interval (MMBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958357,Air Heat Flow Rate (BTU 59/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958358,Air Heat Flow Rate (BTU ISO/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958359,Air Heat Flow Rate (J/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958360,Air Heat Flow Rate (kJ/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958361,Air Heat Flow Rate (MBTU 59/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958362,Air Heat Flow Rate (MBTU ISO/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958363,Air Heat Flow Rate (MJ/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958364,Air Heat Flow Rate (MMBTU 59/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958365,Air Heat Flow Rate (MMBTU ISO/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958366,Air Heat Flow This Interval (BTU 59),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958367,Air Heat Flow This Interval (BTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958368,Air Heat Flow This Interval (GJ),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958369,Air Heat Flow This Interval (J),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958370,Air Heat Flow This Interval (kJ),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958371,Air Heat Flow This Interval (MBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958372,Air Heat Flow This Interval (MBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958373,Air Heat Flow This Interval (MJ),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958374,Air Heat Flow This Interval (MMBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Air,214958336,Heat Flow,214958375,Air Heat Flow This Interval (MMBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959361,Air Pressure (bar),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959362,Air Pressure (in H2O),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959363,Air Pressure (in Hg),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959364,Air Pressure (kPa),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959365,Air Pressure (m H2O),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959366,Air Pressure (m Hg),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959367,Air Pressure (N/m^2),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959368,Air Pressure (Pa),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959369,Air Pressure Absolute (bar),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959370,Air Pressure Absolute (kPa),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959371,Air Pressure Drop Per Length (Pa/m),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959372,Air Pressure Drop Per Length (psi/ft),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959373,Air Pressure Over (bar),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959374,Air Pressure Over (kPa),RegisterObj,NumericVariable_Register,
WAGES - Air,214959360,Pressure,214959375,Air Pressure psi,RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959873,Air Temperature (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959874,Air Temperature (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959875,Air Temperature Differential (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959876,Air Temperature Differential (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959877,Air Temperature Mixed (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959878,Air Temperature Mixed (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959879,Air Temperature Mixed Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959880,Air Temperature Mixed Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959881,Air Temperature Mixed Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959882,Air Temperature Mixed Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959883,Air Temperature Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959884,Air Temperature Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959885,Air Temperature Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959886,Air Temperature Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959887,Air Temperature Return (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959888,Air Temperature Return (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959889,Air Temperature Return Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959890,Air Temperature Return Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959891,Air Temperature Return Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959892,Air Temperature Return Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959893,Air Temperature Supply (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959894,Air Temperature Supply (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959895,Air Temperature Supply Rate of Change (deg C/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959896,Air Temperature Supply Rate of Change (deg C/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959897,Air Temperature Supply Rate of Change (deg F/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959898,Air Temperature Supply Rate of Change (deg F/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959899,Air Thermal Conductivity (BTU 59/(h ft deg F)),RegisterObj,NumericVariable_Register,
WAGES - Air,214959872,Temperature,214959900,Air Thermal Conductivity (W/(m K)),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960385,Air Velocity (ft/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960386,Air Velocity (ft/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960387,Air Velocity (m/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960388,Air Velocity (m/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960389,Air Velocity (m/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214960384,Velocity,214960390,Air Velocity (mile/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960897,Air Volume (Ccf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960898,Air Volume (Cscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960899,Air Volume (cubft),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960900,Air Volume (m^3),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960901,Air Volume (Mcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960902,Air Volume (MMcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960903,Air Volume (MMscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960904,Air Volume (Mscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960905,Air Volume (scf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960906,Air Volume Flow Rate (cf/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960907,Air Volume Flow Rate (cf/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960908,Air Volume Flow Rate (cf/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960909,Air Volume Flow Rate (m^3/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960910,Air Volume Flow Rate (m^3/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960911,Air Volume Flow Rate (m^3/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960912,Air Volume Flow Rate (scf/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960913,Air Volume Flow Rate (scf/min),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960914,Air Volume Flow Rate (scf/s),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960915,Air Volume Last Interval (Ccf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960916,Air Volume Last Interval (cf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960917,Air Volume Last Interval (Cscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960918,Air Volume Last Interval (m^3),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960919,Air Volume Last Interval (Mcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960920,Air Volume Last Interval (MMcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960921,Air Volume Last Interval (MMscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960922,Air Volume Last Interval (Mscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960923,Air Volume Last Interval (scf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960924,Air Volume This Interval (Ccf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960925,Air Volume This Interval (cf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960926,Air Volume This Interval (Cscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960927,Air Volume This Interval (m^3),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960928,Air Volume This Interval (Mcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960929,Air Volume This Interval (MMcf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960930,Air Volume This Interval (MMscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960931,Air Volume This Interval (Mscf),RegisterObj,NumericVariable_Register,
WAGES - Air,214960896,Volume,214960932,Air Volume This Interval (scf),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961409,Compressed Air Norm Volume (m^3),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961410,Compressed Air Norm Volume Flow Rate (m^3/h),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961411,Compressed Air Pressure Absolute (bar),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961412,Compressed Air Pressure Absolute (kPa),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961413,Compressed Air Pressure Over (bar),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961414,Compressed Air Pressure Over (kPa),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961415,Compressed Air Temperature (deg C),RegisterObj,NumericVariable_Register,
WAGES - Air,214961408,Compressed,214961416,Compressed Air Temperature (deg F),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961921,Damper Position (percent),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961922,Specific Enthalpy (BTU 59/lb av),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961923,Specific Enthalpy (J/kg),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961924,Specific Enthalpy Dry Air (BTU 59/lb av),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961925,Specific Enthalpy Dry Air (J/kg),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961926,Air Relative Humidity Mixed (percent),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961927,Air Relative Humidity Return (percent),RegisterObj,NumericVariable_Register,
WAGES - Air,214961920,Misc,214961928,Air Relative Humidity Supply (percent),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006913,Natural Gas Energy Flow (BTU 59),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006914,Natural Gas Energy Flow (BTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006915,Natural Gas Energy Flow (GJ),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006916,Natural Gas Energy Flow (J),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006917,Natural Gas Energy Flow (kJ),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006918,Natural Gas Energy Flow (MBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006919,Natural Gas Energy Flow (MBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006920,Natural Gas Energy Flow (MJ),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006921,Natural Gas Energy Flow (MMBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006922,Natural Gas Energy Flow (MMBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006923,Natural Gas Energy Flow (MWh),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006924,Natural Gas Energy Flow (thm),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006925,Natural Gas Energy Flow Last Interval (BTU 59),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006926,Natural Gas Energy Flow Last Interval (BTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006927,Natural Gas Energy Flow Last Interval (GJ),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006928,Natural Gas Energy Flow Last Interval (J),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006929,Natural Gas Energy Flow Last Interval (kJ),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006930,Natural Gas Energy Flow Last Interval (MBTU 59),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006931,Natural Gas Energy Flow Last Interval (MBTU ISO),RegisterObj,NumericVariable_Register,
WAGES - Gas,216006912,Energy Flow,216006932,Natural Gas Energy Flow Last Interval (MJ),RegisterObj,NumericVariable_Register,
